transaction_id,category,subcategory,region,season,unit_cost,unit_price,quantity_sold,inventory_days,revenue,cost,profit,profit_margin_pct
TXN101128,Grocery,Beverages,South,Festive,284.91,269.1,17,17.0,4574.7,4843.47,-268.77,-5.88
TXN101129,Electronics,Cameras,,Festive,226.03,235.0,11,25.0,2585.0,2486.33,98.67,3.82
TXN101130,Home & Kitchen,Furniture,North,Spring,395.22,425.49,5,83.0,2127.45,1976.1,151.35,7.11
TXN101131,Electronics,Headphones,Central,Monsoon,2387.44,2579.71,9,44.0,23217.39,21486.96,1730.43,7.45
TXN101132,Apparel,Kids Wear,North,Winter,374.56,472.94,3,58.0,1418.82,1123.68,295.14,20.8
TXN101133,Grocery,Snacks,West,Spring,413.13,391.01,14,17.0,5474.14,5783.82,-309.68,-5.66
TXN101134,Electronics,Headphones,South,Winter,2282.36,2389.1,6,60.0,14334.6,13694.16,640.44,4.47
TXN101135,Apparel,Footwear,West,Monsoon,379.15,399.16,6,98.0,2394.96,2274.9,120.06,5.01
TXN101136,Apparel,Men's Wear,West,Festive,269.9,296.35,5,86.0,1481.75,1349.5,132.25,8.93
TXN101137,Beauty & Personal Care,Haircare,East,Festive,497.98,662.13,9,23.0,5959.17,4481.82,1477.35,24.79
TXN101138,Electronics,Cameras,North,Winter,69.18,76.26,10,43.0,762.6,691.8,70.8,9.28
TXN101139,Apparel,Winter Wear,East,Festive,110.66,123.73,5,109.0,618.65,553.3,65.35,10.56
TXN101140,Beauty & Personal Care,Haircare,South,Festive,157.76,180.23,4,54.0,720.92,631.04,89.88,12.47
TXN101141,Home & Kitchen,Furniture,East,Summer,411.7,457.15,6,90.0,2742.9,2470.2,272.7,9.94
TXN101142,Home & Kitchen,Storage,Central,Spring,309.0,371.7,4,66.0,1486.8,1236.0,250.8,16.87
TXN101143,Grocery,Staples,South,Winter,368.43,356.42,19,18.0,6771.98,7000.17,-228.19,-3.37
TXN101144,Apparel,Men's Wear,East,Festive,187.01,208.02,9,80.0,1872.18,1683.09,189.09,10.1
TXN101145,Apparel,Women's Wear,Central,Winter,348.45,424.73,12,87.0,5096.76,4181.4,915.36,17.96
TXN101146,Electronics,Smartphones,South,Winter,2206.56,2427.42,6,41.0,14564.52,13239.36,1325.16,9.1
TXN101147,Apparel,Men's Wear,West,Spring,87.83,112.16,6,93.0,672.96,526.98,145.98,21.69
TXN101148,Apparel,Men's Wear,North,Summer,216.62,271.98,9,34.0,2447.82,1949.58,498.24,20.35
TXN101149,Beauty & Personal Care,Grooming,East,Summer,326.03,373.94,7,45.0,2617.58,2282.21,335.37,12.81
TXN101150,Grocery,Frozen Foods,East,Winter,138.64,147.19,20,5.0,2943.8,2772.8,171.0,5.81
TXN101151,Apparel,Women's Wear,North,Winter,460.28,509.02,10,112.0,5090.2,4602.8,487.4,9.58
TXN101152,Electronics,Cameras,Central,Monsoon,301.92,335.17,9,37.0,3016.53,2717.28,299.25,9.92
TXN101153,Apparel,Winter Wear,West,Summer,499.37,623.46,6,88.0,3740.76,2996.22,744.54,19.9
TXN101154,Home & Kitchen,Storage,South,Winter,369.9,446.73,7,72.0,3127.11,2589.3,537.81,17.2
TXN101155,Grocery,Frozen Foods,West,Festive,324.45,340.85,15,5.0,5112.75,4866.75,246.0,4.81
TXN101156,Apparel,Footwear,West,Festive,318.39,429.44,10,47.0,4294.4,3183.9,1110.5,25.86
TXN101157,Apparel,Winter Wear,North,Winter,384.04,438.18,8,104.0,3505.44,3072.32,433.12,12.36
TXN101158,Apparel,Men's Wear,North,Summer,176.26,212.09,10,90.0,2120.9,1762.6,358.3,16.89
TXN101159,Electronics,Laptops,West,Summer,2756.75,2899.89,6,49.0,17399.34,16540.5,858.84,4.94
TXN101160,Grocery,Snacks,Central,Summer,172.27,179.45,18,10.0,3230.1,3100.86,129.24,4.0
TXN101161,Grocery,Staples,South,Spring,400.18,360.29,14,18.0,5044.06,5602.52,-558.46,-11.07
TXN101162,Electronics,Laptops,North,Summer,2375.21,2649.83,11,63.0,29148.13,26127.31,3020.82,10.36
TXN101163,Beauty & Personal Care,Skincare,West,Festive,322.65,459.35,9,,4134.15,2903.85,1230.3,29.76
TXN101164,Electronics,Accessories,North,Winter,510.01,504.67,7,59.0,3532.69,3570.07,-37.38,-1.06
TXN101165,Apparel,Women's Wear,North,Summer,462.68,499.53,8,87.0,3996.24,3701.44,294.8,7.38
TXN101166,Electronics,Accessories,Central,Spring,155.09,157.09,7,56.0,1099.63,1085.63,14.0,1.27
TXN101167,Home & Kitchen,Cookware,Central,Winter,411.67,491.62,6,71.0,2949.72,2470.02,479.7,16.26
TXN101168,Electronics,Cameras,East,Spring,1250.68,1383.14,6,44.0,8298.84,7504.08,794.76,9.58
TXN101169,Beauty & Personal Care,Haircare,East,Festive,130.4,162.13,7,34.0,1134.91,912.8,222.11,19.57
TXN101170,Grocery,Frozen Foods,North,Winter,224.98,244.77,11,10.0,2692.47,2474.78,217.69,8.09
TXN101171,Home & Kitchen,Decor,East,Spring,54.0,61.29,10,75.0,612.9,540.0,72.9,11.89
TXN101172,Apparel,Women's Wear,Central,Spring,78.53,97.98,5,74.0,489.9,392.65,97.25,19.85
TXN101173,Apparel,Kids Wear,West,Spring,57.09,69.77,12,54.0,837.24,685.08,152.16,18.17
TXN101174,Home & Kitchen,Furniture,North,Monsoon,185.85,204.3,8,99.0,1634.4,1486.8,147.6,9.03
TXN101175,Electronics,Laptops,Central,Summer,2068.99,2215.92,11,36.0,24375.12,22758.89,1616.23,6.63
TXN101176,Electronics,Cameras,North,Festive,2841.39,3061.58,9,37.0,27554.22,25572.51,1981.71,7.19
TXN101177,Grocery,Staples,North,Summer,27.4,30.06,17,7.0,511.02,465.8,45.22,8.85
TXN101178,Home & Kitchen,Furniture,West,Spring,214.7,251.36,3,70.0,754.08,644.1,109.98,14.58
TXN101179,Apparel,Kids Wear,North,Winter,295.47,380.8,10,30.0,3808.0,2954.7,853.3,22.41
TXN101180,Electronics,Cameras,East,Spring,962.46,1076.17,6,38.0,6457.02,5774.76,682.26,10.57
TXN101181,Apparel,Winter Wear,North,Monsoon,16.43,18.23,12,100.0,218.76,197.16,21.6,9.87
TXN101182,Beauty & Personal Care,Fragrances,North,Spring,333.49,419.78,3,55.0,1259.34,1000.47,258.87,20.56
TXN101183,Grocery,Staples,West,Festive,190.32,205.59,13,6.0,2672.67,2474.16,198.51,7.43
TXN101184,Grocery,Staples,East,Winter,64.7,65.39,12,14.0,784.68,776.4,8.28,1.06
TXN101185,Apparel,Footwear,North,Summer,337.46,444.07,3,50.0,1332.21,1012.38,319.83,24.01
TXN101186,Electronics,Laptops,West,Spring,326.08,356.08,6,34.0,2136.48,1956.48,180.0,8.43
TXN101187,Grocery,Dairy,Central,Spring,91.52,95.99,17,8.0,1631.83,1555.84,75.99,4.66
TXN101188,Apparel,Women's Wear,East,Spring,41.6,50.51,13,70.0,656.63,540.8,115.83,17.64
TXN101189,Home & Kitchen,Appliances,South,Winter,324.94,380.24,7,64.0,2661.68,2274.58,387.1,14.54
TXN101190,Apparel,Winter Wear,East,Spring,54.01,61.6,4,103.0,246.4,216.04,30.36,12.32
TXN101191,Beauty & Personal Care,Haircare,North,Festive,82.41,114.22,8,27.0,913.76,659.28,254.48,27.85
TXN101192,Home & Kitchen,Appliances,West,Monsoon,203.54,239.11,6,85.0,1434.66,1221.24,213.42,14.88
TXN101193,Electronics,Cameras,North,Monsoon,1137.13,1178.4,9,58.0,10605.6,10234.17,371.43,3.5
TXN101194,Electronics,Accessories,North,Monsoon,2035.3,2228.44,7,36.0,15599.08,14247.1,1351.98,8.67
TXN101195,Grocery,Staples,North,Winter,168.19,168.14,14,19.0,2353.96,2354.66,-0.7,-0.03
TXN101196,Home & Kitchen,Appliances,West,Spring,494.63,560.43,6,75.0,3362.58,2967.78,394.8,11.74
TXN101197,Electronics,Accessories,East,Spring,2768.5,3015.22,4,56.0,12060.88,11074.0,986.88,8.18
TXN101198,Home & Kitchen,Cookware,West,Festive,286.33,353.44,5,58.0,1767.2,1431.65,335.55,18.99
TXN101199,Grocery,Snacks,Central,Festive,357.34,387.27,17,12.0,6583.59,6074.78,508.81,7.73
TXN101200,Home & Kitchen,Furniture,West,Spring,75.21,95.67,4,85.0,382.68,300.84,81.84,21.39
TXN101201,Grocery,Snacks,South,Spring,361.67,379.24,15,8.0,5688.6,5425.05,263.55,4.63
TXN101202,Home & Kitchen,Storage,Central,Winter,120.43,148.85,6,68.0,893.1,722.58,170.52,19.09
TXN101203,Electronics,Headphones,South,Spring,1576.52,1777.48,12,44.0,21329.76,18918.24,2411.52,11.31
TXN101204,Apparel,Footwear,Central,Festive,336.44,411.37,9,77.0,3702.33,3027.96,674.37,18.21
TXN101205,Electronics,Headphones,Central,Spring,1525.47,1714.69,10,46.0,17146.9,15254.7,1892.2,11.04
TXN101206,Home & Kitchen,Storage,South,Summer,12.28,13.88,10,98.0,138.8,122.8,16.0,11.53
TXN101207,Apparel,Winter Wear,Central,Winter,442.16,585.8,10,75.0,5858.0,4421.6,1436.4,24.52
TXN101208,Beauty & Personal Care,Grooming,West,Monsoon,329.61,432.21,7,25.0,3025.47,2307.27,718.2,23.74
TXN101209,Apparel,Women's Wear,North,Winter,416.24,545.01,7,46.0,3815.07,2913.68,901.39,23.63
TXN101210,Beauty & Personal Care,Skincare,Central,Winter,352.58,447.87,7,33.0,3135.09,2468.06,667.03,21.28
TXN101211,Beauty & Personal Care,Haircare,Central,Summer,389.37,517.5,10,39.0,5175.0,3893.7,1281.3,24.76
TXN101212,Grocery,Dairy,North,Spring,225.26,238.65,19,8.0,4534.35,4279.94,254.41,5.61
TXN101213,Home & Kitchen,Furniture,North,Winter,198.03,245.94,8,94.0,1967.52,1584.24,383.28,19.48
TXN101214,Electronics,Accessories,East,Festive,615.21,672.38,15,48.0,10085.7,9228.15,857.55,8.5
TXN101215,Home & Kitchen,Storage,East,Winter,364.93,426.39,10,68.0,4263.9,3649.3,614.6,14.41
TXN101216,Grocery,Staples,Central,Summer,174.62,189.67,22,7.0,4172.74,3841.64,331.1,7.93
TXN101217,Electronics,Accessories,Central,Winter,2154.18,2375.72,7,25.0,16630.04,15079.26,1550.78,9.33
TXN101218,Electronics,Headphones,,Festive,2592.8,2778.06,10,47.0,27780.6,25928.0,1852.6,6.67
TXN101219,Apparel,Kids Wear,North,Winter,38.71,51.13,8,85.0,409.04,309.68,99.36,24.29
TXN101220,Beauty & Personal Care,Grooming,North,Monsoon,30.95,38.86,9,33.0,349.74,278.55,71.19,20.36
TXN101221,Apparel,Kids Wear,East,Festive,328.91,384.8,13,119.0,5002.4,4275.83,726.57,14.52
TXN101222,Grocery,Dairy,East,Festive,313.91,344.54,9,7.0,3100.86,2825.19,275.67,8.89
TXN101223,Electronics,Cameras,North,Winter,2864.02,3099.69,14,44.0,43395.66,40096.28,3299.38,7.6
TXN101224,Apparel,Kids Wear,Central,Winter,185.73,201.01,6,98.0,1206.06,1114.38,91.68,7.6
TXN101225,Electronics,Laptops,East,Spring,2846.16,3139.48,7,26.0,21976.36,19923.12,2053.24,9.34
TXN101226,Apparel,Men's Wear,West,Summer,161.89,175.94,8,85.0,1407.52,1295.12,112.4,7.99
TXN101227,Apparel,Women's Wear,South,Summer,254.02,323.16,7,57.0,2262.12,1778.14,483.98,21.39
TXN101228,Electronics,Laptops,North,Festive,2351.18,2547.69,11,45.0,28024.59,25862.98,2161.61,7.71
TXN101229,Apparel,Kids Wear,South,Monsoon,77.82,102.56,11,,1128.16,856.02,272.14,24.12
TXN101230,Beauty & Personal Care,Skincare,West,Monsoon,325.75,406.82,6,29.0,2440.92,1954.5,486.42,19.93
TXN101231,Beauty & Personal Care,Grooming,East,Festive,353.81,486.01,7,29.0,3402.07,2476.67,925.4,27.2
TXN101232,Apparel,Kids Wear,West,Spring,10.3,13.42,7,104.0,93.94,72.1,21.84,23.25
TXN101233,Beauty & Personal Care,Haircare,Central,Monsoon,433.94,516.86,6,45.0,3101.16,2603.64,497.52,16.04
TXN101234,Apparel,Kids Wear,Central,Winter,318.72,410.98,6,55.0,2465.88,1912.32,553.56,22.45
TXN101235,Electronics,Smartphones,West,Winter,1549.34,1706.27,8,36.0,13650.16,12394.72,1255.44,9.2
TXN101236,Beauty & Personal Care,Grooming,Central,Festive,135.55,162.93,5,59.0,814.65,677.75,136.9,16.8
TXN101237,Electronics,Headphones,Central,Winter,397.27,393.28,5,53.0,1966.4,1986.35,-19.95,-1.01
TXN101238,Electronics,Smartphones,East,Festive,1486.57,1565.02,11,44.0,17215.22,16352.27,862.95,5.01
TXN101239,Beauty & Personal Care,Skincare,South,Spring,150.05,163.91,10,46.0,1639.1,1500.5,138.6,8.46
TXN101240,Grocery,Dairy,East,Spring,186.35,198.99,12,7.0,2387.88,2236.2,151.68,6.35
TXN101241,Electronics,Smartphones,Central,Festive,2494.84,2668.96,8,45.0,21351.68,19958.72,1392.96,6.52
TXN101242,Beauty & Personal Care,Haircare,North,Monsoon,344.53,454.99,8,25.0,3639.92,2756.24,883.68,24.28
TXN101243,Apparel,Kids Wear,Central,Winter,124.3,160.25,5,70.0,801.25,621.5,179.75,22.43
TXN101244,Grocery,Staples,South,Monsoon,137.84,139.09,18,15.0,2503.62,2481.12,22.5,0.9
TXN101245,Beauty & Personal Care,Skincare,South,Monsoon,378.97,512.46,10,20.0,5124.6,3789.7,1334.9,26.05
TXN101246,Home & Kitchen,Appliances,Central,Festive,31.3,32.34,7,85.0,226.38,219.1,7.28,3.22
TXN101247,Beauty & Personal Care,Skincare,South,Summer,29.54,33.64,10,53.0,336.4,295.4,41.0,12.19
TXN101248,Apparel,Winter Wear,East,Monsoon,118.14,152.43,10,32.0,1524.3,1181.4,342.9,22.5
TXN101249,Beauty & Personal Care,Grooming,North,Winter,71.31,89.77,6,59.0,538.62,427.86,110.76,20.56
TXN101250,Beauty & Personal Care,Makeup,Central,Festive,215.37,283.87,5,36.0,1419.35,1076.85,342.5,24.13
TXN101251,Apparel,Footwear,East,Monsoon,125.11,168.47,7,62.0,1179.29,875.77,303.52,25.74
TXN101252,Apparel,Women's Wear,North,Spring,417.14,546.79,6,114.0,3280.74,2502.84,777.9,23.71
TXN101253,Electronics,Smartphones,South,Winter,1190.3,1216.06,6,53.0,7296.36,7141.8,154.56,2.12
TXN101254,Home & Kitchen,Storage,North,Monsoon,292.39,320.37,9,90.0,2883.33,2631.51,251.82,8.73
TXN101255,Apparel,Men's Wear,South,Festive,371.12,500.5,8,37.0,4004.0,2968.96,1035.04,25.85
TXN101256,Electronics,Cameras,East,Spring,2180.34,2150.7,5,49.0,10753.5,10901.7,-148.2,-1.38
TXN101257,Beauty & Personal Care,Fragrances,North,Monsoon,166.88,184.33,6,54.0,1105.98,1001.28,104.7,9.47
TXN101258,Home & Kitchen,Storage,South,Monsoon,128.99,156.07,7,68.0,1092.49,902.93,189.56,17.35
TXN101259,Electronics,Smartphones,East,Festive,2815.22,3069.18,11,48.0,33760.98,30967.42,2793.56,8.27
TXN101260,Apparel,Men's Wear,Central,Monsoon,443.57,548.42,6,82.0,3290.52,2661.42,629.1,19.12
TXN101261,Home & Kitchen,Cookware,East,Spring,286.72,338.74,3,44.0,1016.22,860.16,156.06,15.36
TXN101262,Grocery,Staples,South,Spring,443.68,472.06,15,9.0,7080.9,6655.2,425.7,6.01
TXN101263,Apparel,Men's Wear,Central,Winter,84.61,100.49,7,56.0,703.43,592.27,111.16,15.8
TXN101264,Home & Kitchen,Decor,South,Festive,409.2,487.33,8,64.0,3898.64,3273.6,625.04,16.03
TXN101265,Electronics,Accessories,South,Monsoon,1668.94,1645.35,5,69.0,8226.75,8344.7,-117.95,-1.43
TXN101266,Grocery,Staples,East,Spring,371.59,385.36,23,13.0,8863.28,8546.57,316.71,3.57
TXN101267,Apparel,Winter Wear,East,Winter,44.21,53.37,4,68.0,213.48,176.84,36.64,17.16
TXN101268,Electronics,Smartphones,South,Festive,2277.75,2332.95,7,64.0,16330.65,15944.25,386.4,2.37
TXN101269,Electronics,Headphones,East,Festive,1136.37,1165.42,7,51.0,8157.94,7954.59,203.35,2.49
TXN101270,Grocery,Frozen Foods,East,Monsoon,262.49,240.06,22,15.0,5281.32,5774.78,-493.46,-9.34
TXN101271,Electronics,Accessories,East,Spring,1446.85,1649.17,6,44.0,9895.02,8681.1,1213.92,12.27
TXN101272,Beauty & Personal Care,Grooming,West,Monsoon,303.14,372.72,4,23.0,1490.88,1212.56,278.32,18.67
TXN101273,Grocery,Snacks,West,Monsoon,267.17,274.54,13,16.0,3569.02,3473.21,95.81,2.68
TXN101274,Home & Kitchen,Cookware,East,Summer,218.24,261.19,6,61.0,1567.14,1309.44,257.7,16.44
TXN101275,Home & Kitchen,Decor,West,Festive,296.17,346.22,11,,3808.42,3257.87,550.55,14.46
TXN101276,Home & Kitchen,Cookware,North,Winter,93.54,106.01,7,92.0,742.07,654.78,87.29,11.76
TXN101277,Apparel,Men's Wear,South,Winter,179.02,201.5,7,86.0,1410.5,1253.14,157.36,11.16
TXN101278,Electronics,Laptops,South,Monsoon,1642.94,1793.12,11,33.0,19724.32,18072.34,1651.98,8.38
TXN101279,Home & Kitchen,Storage,West,Summer,223.95,260.34,7,82.0,1822.38,1567.65,254.73,13.98
TXN101280,Home & Kitchen,Appliances,North,Monsoon,195.04,234.78,11,62.0,2582.58,2145.44,437.14,16.93
TXN101281,Apparel,Footwear,West,Summer,327.91,345.33,6,94.0,2071.98,1967.46,104.52,5.04
TXN101282,Beauty & Personal Care,Haircare,Central,Winter,426.65,483.63,8,43.0,3869.04,3413.2,455.84,11.78
TXN101283,Apparel,Footwear,North,Summer,253.65,265.3,7,84.0,1857.1,1775.55,81.55,4.39
TXN101284,Grocery,Staples,North,Winter,308.1,329.51,13,6.0,4283.63,4005.3,278.33,6.5
TXN101285,Beauty & Personal Care,Grooming,North,Spring,469.83,616.36,10,38.0,6163.6,4698.3,1465.3,23.77
TXN101286,Apparel,Kids Wear,East,Summer,389.59,513.19,3,93.0,1539.57,1168.77,370.8,24.08
TXN101287,Apparel,Kids Wear,East,Spring,400.06,404.93,13,105.0,5264.09,5200.78,63.31,1.2
TXN101288,Apparel,Women's Wear,West,Spring,251.79,265.4,9,,2388.6,2266.11,122.49,5.13
TXN101289,Electronics,Headphones,West,Monsoon,848.08,896.92,4,66.0,3587.68,3392.32,195.36,5.45
TXN101290,Apparel,Winter Wear,West,Festive,394.54,475.79,7,93.0,3330.53,2761.78,568.75,17.08
TXN101291,Grocery,Dairy,Central,Summer,476.88,431.7,13,18.0,5612.1,6199.44,-587.34,-10.47
TXN101292,Grocery,Dairy,West,Monsoon,407.93,433.02,10,5.0,4330.2,4079.3,250.9,5.79
TXN101293,Apparel,Footwear,North,Spring,89.9,113.45,11,71.0,1247.95,988.9,259.05,20.76
TXN101294,Beauty & Personal Care,Grooming,South,Winter,371.73,422.55,7,44.0,2957.85,2602.11,355.74,12.03
TXN101295,Apparel,Women's Wear,North,Summer,426.36,526.82,9,60.0,4741.38,3837.24,904.14,19.07
TXN101296,Electronics,Laptops,West,Winter,2991.67,3242.46,8,62.0,25939.68,23933.36,2006.32,7.73
TXN101297,Electronics,Headphones,East,Festive,1817.26,1925.4,6,39.0,11552.4,10903.56,648.84,5.62
TXN101298,Grocery,Beverages,Central,Spring,45.96,48.27,22,12.0,1061.94,1011.12,50.82,4.79
TXN101299,Grocery,Snacks,South,Spring,137.75,150.62,18,8.0,2711.16,2479.5,231.66,8.54
TXN101300,Grocery,Frozen Foods,South,Spring,80.39,82.23,17,14.0,1397.91,1366.63,31.28,2.24
TXN101301,Apparel,Winter Wear,Central,Summer,301.35,377.11,9,43.0,3393.99,2712.15,681.84,20.09
TXN101302,Grocery,Beverages,Central,Winter,256.44,243.73,19,15.0,4630.87,4872.36,-241.49,-5.21
TXN101303,Apparel,Men's Wear,East,Festive,104.52,139.71,10,57.0,1397.1,1045.2,351.9,25.19
TXN101304,Home & Kitchen,Decor,East,Summer,210.67,267.13,11,48.0,2938.43,2317.37,621.06,21.14
TXN101305,Beauty & Personal Care,Grooming,Central,Festive,95.18,116.31,6,46.0,697.86,571.08,126.78,18.17
TXN101306,Apparel,Kids Wear,West,Summer,310.66,379.71,12,57.0,4556.52,3727.92,828.6,18.18
TXN101307,Apparel,Kids Wear,South,Winter,164.74,179.53,8,113.0,1436.24,1317.92,118.32,8.24
TXN101308,Home & Kitchen,Storage,East,Festive,387.11,395.39,11,99.0,4349.29,4258.21,91.08,2.09
TXN101309,Apparel,Kids Wear,South,Summer,394.59,531.1,7,51.0,3717.7,2762.13,955.57,25.7
TXN101310,Grocery,Snacks,South,Monsoon,148.0,154.05,13,5.0,2002.65,1924.0,78.65,3.93
TXN101311,Grocery,Frozen Foods,Central,Spring,270.0,282.77,23,3.0,6503.71,6210.0,293.71,4.52
TXN101312,Grocery,Snacks,Central,Winter,474.62,509.94,16,11.0,8159.04,7593.92,565.12,6.93
TXN101313,Home & Kitchen,Cookware,East,Summer,170.76,187.08,7,89.0,1309.56,1195.32,114.24,8.72
TXN101314,Home & Kitchen,Decor,North,Spring,432.68,547.85,10,55.0,5478.5,4326.8,1151.7,21.02
TXN101315,Grocery,Frozen Foods,North,Festive,449.76,484.51,22,11.0,10659.22,9894.72,764.5,7.17
TXN101316,Apparel,Kids Wear,East,Spring,445.6,582.82,8,54.0,4662.56,3564.8,1097.76,23.54
TXN101317,Apparel,Kids Wear,East,Monsoon,185.37,243.99,7,61.0,1707.93,1297.59,410.34,24.03
TXN101318,Home & Kitchen,Cookware,North,Winter,12.02,15.11,6,89.0,90.66,72.12,18.54,20.45
TXN101319,Apparel,Winter Wear,South,Monsoon,74.73,94.86,6,114.0,569.16,448.38,120.78,21.22
TXN101320,Home & Kitchen,Appliances,North,Summer,140.52,178.92,3,61.0,536.76,421.56,115.2,21.46
TXN101321,Grocery,Dairy,Central,Summer,367.85,391.36,13,4.0,5087.68,4782.05,305.63,6.01
TXN101322,Apparel,Kids Wear,Central,Summer,382.38,410.28,6,115.0,2461.68,2294.28,167.4,6.8
TXN101323,Grocery,Dairy,East,Winter,187.37,200.08,15,10.0,3001.2,2810.55,190.65,6.35
TXN101324,Grocery,Dairy,East,Monsoon,428.23,450.92,18,17.0,8116.56,7708.14,408.42,5.03
TXN101325,Home & Kitchen,Appliances,West,Spring,312.97,380.49,6,59.0,2282.94,1877.82,405.12,17.75
TXN101326,Electronics,Smartphones,West,Winter,796.94,797.46,11,63.0,8772.06,8766.34,5.72,0.07
TXN101327,Electronics,Headphones,West,Spring,2545.1,2474.98,7,51.0,17324.86,17815.7,-490.84,-2.83
TXN101328,Electronics,Cameras,West,Spring,2919.97,3114.9,7,28.0,21804.3,20439.79,1364.51,6.26
TXN101329,Electronics,Laptops,North,Summer,2152.01,2392.29,7,33.0,16746.03,15064.07,1681.96,10.04
TXN101330,Beauty & Personal Care,Skincare,East,Summer,152.2,206.78,10,25.0,2067.8,1522.0,545.8,26.4
TXN101331,Grocery,Snacks,West,Monsoon,356.69,389.99,16,,6239.84,5707.04,532.8,8.54
TXN101332,Grocery,Dairy,East,Winter,366.63,396.34,13,9.0,5152.42,4766.19,386.23,7.5
TXN101333,Apparel,Women's Wear,North,Monsoon,190.01,218.9,7,83.0,1532.3,1330.07,202.23,13.2
TXN101334,Home & Kitchen,Storage,North,Monsoon,339.67,361.59,6,83.0,2169.54,2038.02,131.52,6.06
TXN101335,Home & Kitchen,Furniture,East,Summer,343.96,399.38,11,50.0,4393.18,3783.56,609.62,13.88
TXN101336,Home & Kitchen,Storage,South,Festive,422.82,536.2,6,57.0,3217.2,2536.92,680.28,21.15
TXN101337,Grocery,Frozen Foods,Central,Winter,195.81,214.39,19,8.0,4073.41,3720.39,353.02,8.67
TXN101338,Grocery,Frozen Foods,North,Spring,158.45,148.87,10,17.0,1488.7,1584.5,-95.8,-6.44
TXN101339,Electronics,Laptops,Central,Spring,664.39,727.1,6,61.0,4362.6,3986.34,376.26,8.62
TXN101340,Grocery,Snacks,North,Summer,339.94,320.6,12,16.0,3847.2,4079.28,-232.08,-6.03
TXN101341,Apparel,Kids Wear,South,Spring,129.15,164.98,12,72.0,1979.76,1549.8,429.96,21.72
TXN101342,Home & Kitchen,Storage,North,Monsoon,441.99,527.2,12,64.0,6326.4,5303.88,1022.52,16.16
TXN101343,Apparel,Footwear,South,Monsoon,498.71,612.8,8,86.0,4902.4,3989.68,912.72,18.62
TXN101344,Grocery,Snacks,West,Winter,137.61,131.86,14,17.0,1846.04,1926.54,-80.5,-4.36
TXN101345,Beauty & Personal Care,Makeup,Central,Spring,373.89,490.19,9,26.0,4411.71,3365.01,1046.7,23.73
TXN101346,Grocery,Dairy,West,Winter,81.01,83.28,14,13.0,1165.92,1134.14,31.78,2.73
TXN101347,Beauty & Personal Care,Haircare,Central,Monsoon,75.28,95.4,9,51.0,858.6,677.52,181.08,21.09
TXN101348,Home & Kitchen,Decor,South,Festive,71.65,87.0,5,69.0,435.0,358.25,76.75,17.64
TXN101349,Beauty & Personal Care,Fragrances,South,Winter,373.07,500.5,2,31.0,1001.0,746.14,254.86,25.46
TXN101350,Home & Kitchen,Furniture,Central,Spring,424.23,494.3,8,42.0,3954.4,3393.84,560.56,14.18
TXN101351,Beauty & Personal Care,Fragrances,South,Festive,470.86,626.57,6,41.0,3759.42,2825.16,934.26,24.85
TXN101352,Beauty & Personal Care,Haircare,West,Spring,228.95,289.19,8,58.0,2313.52,1831.6,481.92,20.83
TXN101353,Apparel,Women's Wear,West,Spring,470.52,575.22,7,58.0,4026.54,3293.64,732.9,18.2
TXN101354,Grocery,Staples,,Winter,174.57,159.66,22,14.0,3512.52,3840.54,-328.02,-9.34
TXN101355,Electronics,Headphones,South,Festive,1873.5,1987.19,4,33.0,7948.76,7494.0,454.76,5.72
TXN101356,Apparel,Kids Wear,West,Spring,471.68,612.45,6,51.0,3674.7,2830.08,844.62,22.98
TXN101357,Home & Kitchen,Furniture,East,Monsoon,19.33,22.49,8,61.0,179.92,154.64,25.28,14.05
TXN101358,Electronics,Accessories,North,Festive,2450.19,2480.01,5,54.0,12400.05,12250.95,149.1,1.2
TXN101359,Apparel,Men's Wear,South,Festive,232.93,307.49,6,38.0,1844.94,1397.58,447.36,24.25
TXN101360,Grocery,Frozen Foods,Central,Winter,164.34,174.02,19,3.0,3306.38,3122.46,183.92,5.56
TXN101361,Home & Kitchen,Furniture,West,Winter,233.1,259.81,7,89.0,1818.67,1631.7,186.97,10.28
TXN101362,Electronics,Accessories,Central,Festive,804.32,876.53,8,32.0,7012.24,6434.56,577.68,8.24
TXN101363,Beauty & Personal Care,Grooming,East,Spring,419.34,521.3,12,30.0,6255.6,5032.08,1223.52,19.56
TXN101364,Apparel,Winter Wear,North,Winter,273.58,309.66,10,80.0,3096.6,2735.8,360.8,11.65
TXN101365,Home & Kitchen,Storage,North,Spring,309.69,361.49,3,,1084.47,929.07,155.4,14.33
TXN101366,Home & Kitchen,Cookware,Central,Summer,457.42,573.09,9,58.0,5157.81,4116.78,1041.03,20.18
TXN101367,Beauty & Personal Care,Makeup,East,Monsoon,112.57,152.31,11,36.0,1675.41,1238.27,437.14,26.09
TXN101368,Beauty & Personal Care,Fragrances,Central,Winter,148.95,198.28,5,25.0,991.4,744.75,246.65,24.88
TXN101369,Apparel,Kids Wear,West,Winter,199.62,268.3,7,53.0,1878.1,1397.34,480.76,25.6
TXN101370,Electronics,Laptops,North,Winter,1550.09,1685.91,5,57.0,8429.55,7750.45,679.1,8.06
TXN101371,Grocery,Beverages,North,Festive,26.49,27.65,19,4.0,525.35,503.31,22.04,4.2
TXN101372,Apparel,Women's Wear,North,Festive,297.21,406.97,6,41.0,2441.82,1783.26,658.56,26.97
